"StateFIPS","State","Year","Value","Data Comment",,"Cause"
"44","Rhode Island","2009","0.38","Unstable",,"Cause: Unknown Mechanism or Intent "
"44","Rhode Island","2010","0.19","Unstable",,"Cause: Fire"
"44","Rhode Island","2010","0.66","Unstable",,"Cause: Unknown Mechanism or Intent "
"44","Rhode Island","2011","0.19","Unstable",,"Cause: Fire"
"44","Rhode Island","2011","0.38","Unstable",,"Cause: Unknown Mechanism or Intent "
"44","Rhode Island","2012","0.19","Unstable",,"Cause: Fire"
"44","Rhode Island","2012","0.28","Unstable",,"Cause: Unknown Mechanism or Intent "
"44","Rhode Island","2013","0.09","Unstable",,"Cause: Fire"
"44","Rhode Island","2013","0.19","Unstable",,"Cause: Unknown Mechanism or Intent "
"44","Rhode Island","2014","0.09","Unstable",,"Cause: Fire"
"44","Rhode Island","2014","0.28","Unstable",,"Cause: Unknown Mechanism or Intent "
"44","Rhode Island","2015","0.00","Unstable",,"Cause: Fire"
"44","Rhode Island","2015","0.47","Unstable",,"Cause: Unknown Mechanism or Intent "
"44","Rhode Island","2016","0.00","Unstable",,"Cause: Fire"
"44","Rhode Island","2016","0.09","Unstable",,"Cause: Unknown Mechanism or Intent "
"44","Rhode Island","2017","0.00","Unstable",,"Cause: Fire"
"44","Rhode Island","2017","0.00","Unstable",,"Cause: Unknown Mechanism or Intent "
"44","Rhode Island","2018","0.09","Unstable",,"Cause: Fire"
"44","Rhode Island","2018","0.00","Unstable",,"Cause: Unknown Mechanism or Intent "
"44","Rhode Island","2019","0.09","Unstable",,"Cause: Fire"
"44","Rhode Island","2019","0.09","Unstable",,"Cause: Unknown Mechanism or Intent "
"44","Rhode Island","2020","0.00","Unstable",,"Cause: Fire"
"44","Rhode Island","2020","0.00","Unstable",,"Cause: Unknown Mechanism or Intent "
"44","Rhode Island","2021","0.00","Unstable",,"Cause: Fire"
"44","Rhode Island","2021","0.00","Unstable",,"Cause: Unknown Mechanism or Intent "
"44","Rhode Island","2022","0.00","Unstable",,"Cause: Fire"
"44","Rhode Island","2022","0.00","Unstable",,"Cause: Unknown Mechanism or Intent "
"45","South Carolina","2000","0.05","Unstable",,"Cause: Fire"
"45","South Carolina","2000","0.32","",,"Cause: Unknown Mechanism or Intent "
"45","South Carolina","2001","0.07","Unstable",,"Cause: Fire"
"45","South Carolina","2001","0.20","Unstable",,"Cause: Unknown Mechanism or Intent "
"45","South Carolina","2002","0.05","Unstable",,"Cause: Fire"
"45","South Carolina","2002","0.07","Unstable",,"Cause: Unknown Mechanism or Intent "
"45","South Carolina","2003","0.10","Unstable",,"Cause: Fire"
"45","South Carolina","2003","0.10","Unstable",,"Cause: Unknown Mechanism or Intent "
"45","South Carolina","2004","0.02","Unstable",,"Cause: Fire"
"45","South Carolina","2004","0.17","Unstable",,"Cause: Unknown Mechanism or Intent "
"45","South Carolina","2005","0.09","Unstable",,"Cause: Fire"
"45","South Carolina","2005","0.19","Unstable",,"Cause: Unknown Mechanism or Intent "
"45","South Carolina","2006","0.16","Unstable",,"Cause: Fire"
"45","South Carolina","2006","0.09","Unstable",,"Cause: Unknown Mechanism or Intent "
"45","South Carolina","2007","0.20","Unstable",,"Cause: Fire"
"45","South Carolina","2007","0.09","Unstable",,"Cause: Unknown Mechanism or Intent "
"45","South Carolina","2008","0.15","Unstable",,"Cause: Fire"
"45","South Carolina","2008","0.13","Unstable",,"Cause: Unknown Mechanism or Intent "
"45","South Carolina","2009","0.09","Unstable",,"Cause: Fire"
"45","South Carolina","2009","0.00","Unstable",,"Cause: Unknown Mechanism or Intent "
"45","South Carolina","2010","0.11","Unstable",,"Cause: Fire"
"45","South Carolina","2010","0.09","Unstable",,"Cause: Unknown Mechanism or Intent "
"45","South Carolina","2011","0.09","Unstable",,"Cause: Fire"
"45","South Carolina","2011","0.11","Unstable",,"Cause: Unknown Mechanism or Intent "
"45","South Carolina","2012","0.13","Unstable",,"Cause: Fire"
"45","South Carolina","2012","0.15","Unstable",,"Cause: Unknown Mechanism or Intent "
"45","South Carolina","2013","0.06","Unstable",,"Cause: Fire"
"45","South Carolina","2013","0.06","Unstable",,"Cause: Unknown Mechanism or Intent "
"45","South Carolina","2014","0.21","Unstable",,"Cause: Fire"
"45","South Carolina","2014","0.08","Unstable",,"Cause: Unknown Mechanism or Intent "
"45","South Carolina","2016","0.06","Unstable",,"Cause: Fire"
"45","South Carolina","2016","0.00","Unstable",,"Cause: Unknown Mechanism or Intent "
"45","South Carolina","2017","0.12","Unstable",,"Cause: Fire"
"45","South Carolina","2017","0.00","Unstable",,"Cause: Unknown Mechanism or Intent "
"45","South Carolina","2018","0.18","Unstable",,"Cause: Fire"
"45","South Carolina","2018","0.00","Unstable",,"Cause: Unknown Mechanism or Intent "
"45","South Carolina","2019","0.06","Unstable",,"Cause: Fire"
"45","South Carolina","2019","0.00","Unstable",,"Cause: Unknown Mechanism or Intent "
"45","South Carolina","2020","0.06","Unstable",,"Cause: Fire"
"45","South Carolina","2020","0.00","Unstable",,"Cause: Unknown Mechanism or Intent "
"45","South Carolina","2021","0.02","Unstable",,"Cause: Fire"
"45","South Carolina","2021","0.00","Unstable",,"Cause: Unknown Mechanism or Intent "
"45","South Carolina","2022","0.04","Unstable",,"Cause: Fire"
"45","South Carolina","2022","0.00","Unstable",,"Cause: Unknown Mechanism or Intent "
"47","Tennessee","2000","0.09","Unstable",,"Cause: Fire"
"47","Tennessee","2000","0.23","",,"Cause: Unknown Mechanism or Intent "
"47","Tennessee","2001","0.03","Unstable",,"Cause: Fire"
"47","Tennessee","2001","0.09","Unstable",,"Cause: Unknown Mechanism or Intent "
"47","Tennessee","2002","0.14","Unstable",,"Cause: Fire"
"47","Tennessee","2002","0.07","Unstable",,"Cause: Unknown Mechanism or Intent "
"47","Tennessee","2003","0.24","",,"Cause: Fire"
"47","Tennessee","2003","0.14","Unstable",,"Cause: Unknown Mechanism or Intent "
"47","Tennessee","2004","0.14","Unstable",,"Cause: Fire"
"47","Tennessee","2004","0.15","Unstable",,"Cause: Unknown Mechanism or Intent "
"47","Tennessee","2005","0.08","Unstable",,"Cause: Fire"
"47","Tennessee","2005","0.10","Unstable",,"Cause: Unknown Mechanism or Intent "
"47","Tennessee","2006","0.23","",,"Cause: Fire"
"47","Tennessee","2006","0.16","Unstable",,"Cause: Unknown Mechanism or Intent "
"47","Tennessee","2007","0.13","Unstable",,"Cause: Fire"
"47","Tennessee","2007","0.10","Unstable",,"Cause: Unknown Mechanism or Intent "
"47","Tennessee","2008","0.29","",,"Cause: Fire"
"47","Tennessee","2008","0.11","Unstable",,"Cause: Unknown Mechanism or Intent "
"47","Tennessee","2009","0.13","Unstable",,"Cause: Fire"
"47","Tennessee","2009","0.08","Unstable",,"Cause: Unknown Mechanism or Intent "
"47","Tennessee","2010","0.14","Unstable",,"Cause: Fire"
"47","Tennessee","2010","0.08","Unstable",,"Cause: Unknown Mechanism or Intent "
"47","Tennessee","2011","0.20","",,"Cause: Fire"
"47","Tennessee","2011","0.09","Unstable",,"Cause: Unknown Mechanism or Intent "
"47","Tennessee","2012","0.06","Unstable",,"Cause: Fire"
"47","Tennessee","2012","0.22","",,"Cause: Unknown Mechanism or Intent "
"47","Tennessee","2013","0.12","Unstable",,"Cause: Fire"
"47","Tennessee","2013","0.29","",,"Cause: Unknown Mechanism or Intent "
"47","Tennessee","2014","0.03","Unstable",,"Cause: Fire"
"47","Tennessee","2014","0.17","Unstable",,"Cause: Unknown Mechanism or Intent "
"47","Tennessee","2015","0.14","Unstable",,"Cause: Fire"
"47","Tennessee","2015","0.12","Unstable",,"Cause: Unknown Mechanism or Intent "
"47","Tennessee","2016","0.18","",,"Cause: Fire"
"47","Tennessee","2016","0.02","Unstable",,"Cause: Unknown Mechanism or Intent "
"47","Tennessee","2017","0.10","Unstable",,"Cause: Fire"
"47","Tennessee","2017","0.01","Unstable",,"Cause: Unknown Mechanism or Intent "
"47","Tennessee","2018","0.07","Unstable",,"Cause: Fire"
"47","Tennessee","2018","0.03","Unstable",,"Cause: Unknown Mechanism or Intent "
"47","Tennessee","2019","0.15","Unstable",,"Cause: Fire"
"47","Tennessee","2019","0.00","Unstable",,"Cause: Unknown Mechanism or Intent "
"47","Tennessee","2020","0.14","Unstable",,"Cause: Fire"
"47","Tennessee","2020","0.00","Unstable",,"Cause: Unknown Mechanism or Intent "
"49","Utah","2000","0.04","Unstable",,"Cause: Fire"
"49","Utah","2000","0.22","Unstable",,"Cause: Unknown Mechanism or Intent "
"49","Utah","2001","0.09","Unstable",,"Cause: Fire"
"49","Utah","2001","0.09","Unstable",,"Cause: Unknown Mechanism or Intent "
"49","Utah","2002","0.00","Unstable",,"Cause: Fire"
"49","Utah","2002","0.26","Unstable",,"Cause: Unknown Mechanism or Intent "
"49","Utah","2003","0.08","Unstable",,"Cause: Fire"
"49","Utah","2003","0.30","Unstable",,"Cause: Unknown Mechanism or Intent "
"49","Utah","2004","0.04","Unstable",,"Cause: Fire"
"49","Utah","2004","0.46","Unstable",,"Cause: Unknown Mechanism or Intent "
"49","Utah","2005","0.04","Unstable",,"Cause: Fire"
"49","Utah","2005","0.16","Unstable",,"Cause: Unknown Mechanism or Intent "
"49","Utah","2006","0.00","Unstable",,"Cause: Fire"
"49","Utah","2006","0.28","Unstable",,"Cause: Unknown Mechanism or Intent "
"49","Utah","2007","0.04","Unstable",,"Cause: Fire"
"49","Utah","2007","0.08","Unstable",,"Cause: Unknown Mechanism or Intent "
"49","Utah","2008","0.08","Unstable",,"Cause: Fire"
"49","Utah","2008","0.30","Unstable",,"Cause: Unknown Mechanism or Intent "
"49","Utah","2009","0.04","Unstable",,"Cause: Fire"
"49","Utah","2009","0.18","Unstable",,"Cause: Unknown Mechanism or Intent "
"49","Utah","2010","0.04","Unstable",,"Cause: Fire"
"49","Utah","2010","0.18","Unstable",,"Cause: Unknown Mechanism or Intent "
"49","Utah","2011","0.04","Unstable",,"Cause: Fire"
"49","Utah","2011","0.21","Unstable",,"Cause: Unknown Mechanism or Intent "
"49","Utah","2012","0.04","Unstable",,"Cause: Fire"
"49","Utah","2012","0.32","Unstable",,"Cause: Unknown Mechanism or Intent "
"49","Utah","2013","0.07","Unstable",,"Cause: Fire"
"49","Utah","2013","0.14","Unstable",,"Cause: Unknown Mechanism or Intent "
"49","Utah","2014","0.00","Unstable",,"Cause: Fire"
"49","Utah","2014","0.20","Unstable",,"Cause: Unknown Mechanism or Intent "
"49","Utah","2015","0.00","Unstable",,"Cause: Fire"
"49","Utah","2015","0.20","Unstable",,"Cause: Unknown Mechanism or Intent "
"49","Utah","2016","0.03","Unstable",,"Cause: Fire"
"49","Utah","2016","0.03","Unstable",,"Cause: Unknown Mechanism or Intent "
"49","Utah","2017","0.00","Unstable",,"Cause: Fire"
"49","Utah","2017","0.00","Unstable",,"Cause: Unknown Mechanism or Intent "
"49","Utah","2018","0.00","Unstable",,"Cause: Fire"
"49","Utah","2018","0.00","Unstable",,"Cause: Unknown Mechanism or Intent "
"49","Utah","2019","0.00","Unstable",,"Cause: Fire"
"49","Utah","2019","0.00","Unstable",,"Cause: Unknown Mechanism or Intent "
"49","Utah","2020","0.00","Unstable",,"Cause: Fire"
"49","Utah","2020","0.00","Unstable",,"Cause: Unknown Mechanism or Intent "
"49","Utah","2021","0.00","Unstable",,"Cause: Fire"
"49","Utah","2021","0.00","Unstable",,"Cause: Unknown Mechanism or Intent "
"49","Utah","2022","0.06","Unstable",,"Cause: Fire"
"49","Utah","2022","0.00","Unstable",,"Cause: Unknown Mechanism or Intent "
"50","Vermont","2001","0.16","Unstable",,"Cause: Fire"
"50","Vermont","2001","0.00","Unstable",,"Cause: Unknown Mechanism or Intent "
"50","Vermont","2002","0.00","Unstable",,"Cause: Fire"
"50","Vermont","2002","0.32","Unstable",,"Cause: Unknown Mechanism or Intent "
"50","Vermont","2003","0.16","Unstable",,"Cause: Fire"
"50","Vermont","2003","0.00","Unstable",,"Cause: Unknown Mechanism or Intent "
"50","Vermont","2004","0.00","Unstable",,"Cause: Fire"
"50","Vermont","2004","0.16","Unstable",,"Cause: Unknown Mechanism or Intent "
"50","Vermont","2005","0.16","Unstable",,"Cause: Fire"
"50","Vermont","2005","0.00","Unstable",,"Cause: Unknown Mechanism or Intent "
"50","Vermont","2006","0.00","Unstable",,"Cause: Fire"
"50","Vermont","2006","0.00","Unstable",,"Cause: Unknown Mechanism or Intent "
"50","Vermont","2007","0.16","Unstable",,"Cause: Fire"
"50","Vermont","2007","0.32","Unstable",,"Cause: Unknown Mechanism or Intent "
"50","Vermont","2008","0.16","Unstable",,"Cause: Fire"
"50","Vermont","2008","0.00","Unstable",,"Cause: Unknown Mechanism or Intent "
"50","Vermont","2009","0.32","Unstable",,"Cause: Fire"
"50","Vermont","2009","0.16","Unstable",,"Cause: Unknown Mechanism or Intent "
"50","Vermont","2010","0.00","Unstable",,"Cause: Fire"
"50","Vermont","2010","0.16","Unstable",,"Cause: Unknown Mechanism or Intent "
"50","Vermont","2011","0.00","Unstable",,"Cause: Fire"
"50","Vermont","2011","0.00","Unstable",,"Cause: Unknown Mechanism or Intent "
"50","Vermont","2012","0.16","Unstable",,"Cause: Fire"
"50","Vermont","2012","0.16","Unstable",,"Cause: Unknown Mechanism or Intent "
"50","Vermont","2013","0.00","Unstable",,"Cause: Fire"
"50","Vermont","2013","0.00","Unstable",,"Cause: Unknown Mechanism or Intent "
"50","Vermont","2014","0.16","Unstable",,"Cause: Fire"
"50","Vermont","2014","0.00","Unstable",,"Cause: Unknown Mechanism or Intent "
"50","Vermont","2015","0.32","Unstable",,"Cause: Fire"
"50","Vermont","2015","0.16","Unstable",,"Cause: Unknown Mechanism or Intent "
"50","Vermont","2016","0.00","Unstable",,"Cause: Fire"
"50","Vermont","2016","0.00","Unstable",,"Cause: Unknown Mechanism or Intent "
"50","Vermont","2017","0.00","Unstable",,"Cause: Fire"
"50","Vermont","2017","0.16","Unstable",,"Cause: Unknown Mechanism or Intent "
"50","Vermont","2018","0.00","Unstable",,"Cause: Fire"
"50","Vermont","2018","0.00","Unstable",,"Cause: Unknown Mechanism or Intent "
"50","Vermont","2019","0.00","Unstable",,"Cause: Fire"
"50","Vermont","2019","0.00","Unstable",,"Cause: Unknown Mechanism or Intent "
"50","Vermont","2020","0.00","Unstable",,"Cause: Fire"
"50","Vermont","2020","0.16","Unstable",,"Cause: Unknown Mechanism or Intent "
"50","Vermont","2021","0.00","Unstable",,"Cause: Fire"
"50","Vermont","2021","0.00","Unstable",,"Cause: Unknown Mechanism or Intent "
"51","Virginia","2010","0.11","Unstable",,"Cause: Fire"
"51","Virginia","2010","0.11","Unstable",,"Cause: Unknown Mechanism or Intent "
"51","Virginia","2011","0.15","",,"Cause: Fire"
"51","Virginia","2011","0.14","Unstable",,"Cause: Unknown Mechanism or Intent "
"51","Virginia","2012","0.10","Unstable",,"Cause: Fire"
"51","Virginia","2012","0.13","Unstable",,"Cause: Unknown Mechanism or Intent "
"51","Virginia","2013","0.13","Unstable",,"Cause: Fire"
"51","Virginia","2013","0.16","",,"Cause: Unknown Mechanism or Intent "
"51","Virginia","2014","0.19","",,"Cause: Fire"
"51","Virginia","2014","0.14","",,"Cause: Unknown Mechanism or Intent "
"51","Virginia","2015","0.10","Unstable",,"Cause: Fire"
"51","Virginia","2015","0.16","",,"Cause: Unknown Mechanism or Intent "
"51","Virginia","2016","0.02","Unstable",,"Cause: Fire"
"51","Virginia","2016","0.00","Unstable",,"Cause: Unknown Mechanism or Intent "
"51","Virginia","2017","0.07","Unstable",,"Cause: Fire"
"51","Virginia","2017","0.02","Unstable",,"Cause: Unknown Mechanism or Intent "
"51","Virginia","2018","0.05","Unstable",,"Cause: Fire"
"51","Virginia","2018","0.00","Unstable",,"Cause: Unknown Mechanism or Intent "
"51","Virginia","2019","0.02","Unstable",,"Cause: Fire"
"51","Virginia","2019","0.02","Unstable",,"Cause: Unknown Mechanism or Intent "
"51","Virginia","2020","0.35","",,"Cause: Fire"
"51","Virginia","2020","0.00","Unstable",,"Cause: Unknown Mechanism or Intent "
"51","Virginia","2021","0.09","Unstable",,"Cause: Fire"
"51","Virginia","2021","0.01","Unstable",,"Cause: Unknown Mechanism or Intent "
"51","Virginia","2022","0.06","Unstable",,"Cause: Fire"
"51","Virginia","2022","0.00","Unstable",,"Cause: Unknown Mechanism or Intent "
"53","Washington","2000","0.12","Unstable",,"Cause: Fire"
"53","Washington","2000","0.05","Unstable",,"Cause: Unknown Mechanism or Intent "
"53","Washington","2001","0.07","Unstable",,"Cause: Fire"
"53","Washington","2001","0.05","Unstable",,"Cause: Unknown Mechanism or Intent "
"53","Washington","2002","0.07","Unstable",,"Cause: Fire"
"53","Washington","2002","0.08","Unstable",,"Cause: Unknown Mechanism or Intent "
"53","Washington","2003","0.10","Unstable",,"Cause: Fire"
"53","Washington","2003","0.03","Unstable",,"Cause: Unknown Mechanism or Intent "
"53","Washington","2004","0.05","Unstable",,"Cause: Fire"
"53","Washington","2004","0.05","Unstable",,"Cause: Unknown Mechanism or Intent "
"53","Washington","2005","0.03","Unstable",,"Cause: Fire"
"53","Washington","2005","0.06","Unstable",,"Cause: Unknown Mechanism or Intent "
"53","Washington","2006","0.11","Unstable",,"Cause: Fire"
"53","Washington","2006","0.13","Unstable",,"Cause: Unknown Mechanism or Intent "
"53","Washington","2007","0.09","Unstable",,"Cause: Fire"
"53","Washington","2007","0.05","Unstable",,"Cause: Unknown Mechanism or Intent "
"53","Washington","2008","0.08","Unstable",,"Cause: Fire"
"53","Washington","2008","0.15","Unstable",,"Cause: Unknown Mechanism or Intent "
"53","Washington","2009","0.12","Unstable",,"Cause: Fire"
"53","Washington","2009","0.07","Unstable",,"Cause: Unknown Mechanism or Intent "
"53","Washington","2010","0.13","Unstable",,"Cause: Fire"
"53","Washington","2010","0.79","",,"Cause: Unknown Mechanism or Intent "
"53","Washington","2011","0.03","Unstable",,"Cause: Fire"
"53","Washington","2011","0.10","Unstable",,"Cause: Unknown Mechanism or Intent "
"53","Washington","2012","0.19","",,"Cause: Fire"
"53","Washington","2012","0.10","Unstable",,"Cause: Unknown Mechanism or Intent "
"53","Washington","2013","0.11","Unstable",,"Cause: Fire"
"53","Washington","2013","0.13","Unstable",,"Cause: Unknown Mechanism or Intent "
"53","Washington","2014","0.10","Unstable",,"Cause: Fire"
"53","Washington","2014","0.11","Unstable",,"Cause: Unknown Mechanism or Intent "
"53","Washington","2015","0.04","Unstable",,"Cause: Fire"
"53","Washington","2015","0.10","Unstable",,"Cause: Unknown Mechanism or Intent "
"53","Washington","2016","0.07","Unstable",,"Cause: Fire"
"53","Washington","2016","0.10","Unstable",,"Cause: Unknown Mechanism or Intent "
"53","Washington","2017","0.04","Unstable",,"Cause: Fire"
"53","Washington","2017","0.01","Unstable",,"Cause: Unknown Mechanism or Intent "
"53","Washington","2018","0.03","Unstable",,"Cause: Fire"
"53","Washington","2018","0.03","Unstable",,"Cause: Unknown Mechanism or Intent "
"53","Washington","2019","0.11","Unstable",,"Cause: Fire"
"53","Washington","2019","0.03","Unstable",,"Cause: Unknown Mechanism or Intent "
"53","Washington","2020","0.06","Unstable",,"Cause: Fire"
"53","Washington","2020","0.00","Unstable",,"Cause: Unknown Mechanism or Intent "
"53","Washington","2021","0.09","Unstable",,"Cause: Fire"
"53","Washington","2021","0.01","Unstable",,"Cause: Unknown Mechanism or Intent "
"54","West Virginia","2014","0.00","Unstable",,"Cause: Fire"
"54","West Virginia","2014","0.76","",,"Cause: Unknown Mechanism or Intent "
"54","West Virginia","2015","0.00","Unstable",,"Cause: Fire"
"54","West Virginia","2015","1.52","",,"Cause: Unknown Mechanism or Intent "
"54","West Virginia","2016","0.00","Unstable",,"Cause: Fire"
"54","West Virginia","2016","0.16","Unstable",,"Cause: Unknown Mechanism or Intent "
"55","Wisconsin","2000","0.22","",,"Cause: Fire"
"55","Wisconsin","2000","0.11","Unstable",,"Cause: Unknown Mechanism or Intent "
"55","Wisconsin","2001","0.37","",,"Cause: Fire"
"55","Wisconsin","2001","0.18","Unstable",,"Cause: Unknown Mechanism or Intent "
"55","Wisconsin","2002","0.09","Unstable",,"Cause: Fire"
"55","Wisconsin","2002","0.06","Unstable",,"Cause: Unknown Mechanism or Intent "
"55","Wisconsin","2003","0.13","Unstable",,"Cause: Fire"
"55","Wisconsin","2003","0.18","Unstable",,"Cause: Unknown Mechanism or Intent "
"55","Wisconsin","2004","0.11","Unstable",,"Cause: Fire"
"55","Wisconsin","2004","0.09","Unstable",,"Cause: Unknown Mechanism or Intent "
"55","Wisconsin","2005","0.16","Unstable",,"Cause: Fire"
"55","Wisconsin","2005","0.18","Unstable",,"Cause: Unknown Mechanism or Intent "
"55","Wisconsin","2006","0.18","Unstable",,"Cause: Fire"
"55","Wisconsin","2006","0.22","",,"Cause: Unknown Mechanism or Intent "
"55","Wisconsin","2007","0.21","",,"Cause: Fire"
"55","Wisconsin","2007","0.09","Unstable",,"Cause: Unknown Mechanism or Intent "
"55","Wisconsin","2008","0.18","Unstable",,"Cause: Fire"
"55","Wisconsin","2008","0.14","Unstable",,"Cause: Unknown Mechanism or Intent "
"55","Wisconsin","2009","0.09","Unstable",,"Cause: Fire"
"55","Wisconsin","2009","0.05","Unstable",,"Cause: Unknown Mechanism or Intent "
"55","Wisconsin","2010","0.04","Unstable",,"Cause: Fire"
"55","Wisconsin","2010","0.09","Unstable",,"Cause: Unknown Mechanism or Intent "
"55","Wisconsin","2011","0.11","Unstable",,"Cause: Fire"
"55","Wisconsin","2011","0.14","Unstable",,"Cause: Unknown Mechanism or Intent "
"55","Wisconsin","2012","0.16","Unstable",,"Cause: Fire"
"55","Wisconsin","2012","0.14","Unstable",,"Cause: Unknown Mechanism or Intent "
"55","Wisconsin","2013","0.10","Unstable",,"Cause: Fire"
"55","Wisconsin","2013","0.31","",,"Cause: Unknown Mechanism or Intent "
"55","Wisconsin","2014","0.16","Unstable",,"Cause: Fire"
"55","Wisconsin","2014","0.23","",,"Cause: Unknown Mechanism or Intent "
"55","Wisconsin","2015","0.03","Unstable",,"Cause: Fire"
"55","Wisconsin","2015","0.09","Unstable",,"Cause: Unknown Mechanism or Intent "
"55","Wisconsin","2016","0.05","Unstable",,"Cause: Fire"
"55","Wisconsin","2016","0.05","Unstable",,"Cause: Unknown Mechanism or Intent "
"55","Wisconsin","2017","0.07","Unstable",,"Cause: Fire"
"55","Wisconsin","2017","0.05","Unstable",,"Cause: Unknown Mechanism or Intent "
"55","Wisconsin","2018","0.09","Unstable",,"Cause: Fire"
"55","Wisconsin","2018","0.00","Unstable",,"Cause: Unknown Mechanism or Intent "
"55","Wisconsin","2019","0.02","Unstable",,"Cause: Fire"
"55","Wisconsin","2019","0.00","Unstable",,"Cause: Unknown Mechanism or Intent "
"55","Wisconsin","2020","0.07","Unstable",,"Cause: Fire"
"55","Wisconsin","2020","0.03","Unstable",,"Cause: Unknown Mechanism or Intent "
"55","Wisconsin","2021","0.09","Unstable",,"Cause: Fire"
"55","Wisconsin","2021","0.03","Unstable",,"Cause: Unknown Mechanism or Intent "
"55","Wisconsin","2022","0.05","Unstable",,"Cause: Fire"
"55","Wisconsin","2022","0.00","Unstable",,"Cause: Unknown Mechanism or Intent "
